path,group,applicability,lines,bytes,sha256,review,assessment,baseline_copy
/Users/sinan/.codex/plugins/cache/openai-curated/github/bd2122cb/skills/gh-address-comments/SKILL.md,plugin-cache,plugin enabled in config; skills not advertised this task; duplicate caches compared,44,3536,c1ebc337357402f7faabafe712e0c463981a65f736453efe52abd305bcb74769,body reviewed; supporting files checked selectively,Conditional issue: unconditional escalation; distinguish auth from rate limits,
/Users/sinan/.codex/plugins/cache/openai-curated/github/bd2122cb/skills/gh-fix-ci/SKILL.md,plugin-cache,plugin enabled in config; skills not advertised this task; duplicate caches compared,81,4326,7621a3560d788fb221d25f9753233fe0c393c5cfe63167c88b11f027c277b1f8,body reviewed; supporting files checked selectively,Conditional issue: redundant plan approval before already-requested fixes,
/Users/sinan/.codex/plugins/cache/openai-curated/github/bd2122cb/skills/github/SKILL.md,plugin-cache,plugin enabled in config; skills not advertised this task; duplicate caches compared,74,4356,81dbdd90934fe86a79ddc4790fd211e5fca866302a74090ad153395f56f2bd42,body reviewed; supporting files checked selectively,Keep managed; consolidate repeated routing text,
/Users/sinan/.codex/plugins/cache/openai-curated/github/bd2122cb/skills/yeet/SKILL.md,plugin-cache,plugin enabled in config; skills not advertised this task; duplicate caches compared,70,4019,93a0bcbc834c9b3ad6a8965c1a273b237b6d226e870cd0c16e08e87bc8769814,body reviewed; supporting files checked selectively,Conditional issue: fallback gh becomes prerequisite; respect established file scope,
/Users/sinan/.codex/plugins/cache/openai-primary-runtime/documents/26.904.11930/skills/documents/SKILL.md,plugin-cache,advertised Codex skill this task,540,41888,3154ace095b79bace582d7dc53c7744a40f835fe762726220708bde2360749aa,body reviewed; supporting files checked selectively,Keep managed; consolidate repeated QA and equation/helper detail; retain substantive caveats,
/Users/sinan/.codex/plugins/cache/openai-primary-runtime/pdf/26.904.11930/skills/pdf/SKILL.md,plugin-cache,advertised Codex skill this task,150,7119,afc4472ec4d625f703e9f414fe6814ce3cfa0ec51c7a07887fe587264c8b561e,body reviewed; supporting files checked selectively,Keep managed; conditional AcroForm reference would reduce entry size,
/Users/sinan/.codex/plugins/cache/openai-primary-runtime/presentations/26.904.11930/skills/presentations/SKILL.md,plugin-cache,advertised Codex skill this task,232,29268,fd3703aa1f91d386b94806a3a4061f77cdd3ea830fddfb7297243c5c9e53a5a8,body reviewed; supporting files checked selectively,Keep managed; soften universal writing rules and preserve factual actors,
/Users/sinan/.codex/plugins/cache/openai-primary-runtime/spreadsheets/26.904.11930/skills/excel-live-control/SKILL.md,plugin-cache,advertised Codex skill this task,294,27603,8eaf019809f570fba2592052522251ff2b5c9b0d3ca7eca9bbf1fe5a6f82c84b,body reviewed; supporting files checked selectively,Keep managed; simplify setup and pane-opening instructions,
/Users/sinan/.codex/plugins/cache/openai-primary-runtime/spreadsheets/26.904.11930/skills/spreadsheets/SKILL.md,plugin-cache,advertised Codex skill this task,218,16217,655af692c745b9aab2fb06b8843b27de0099e9acebf28d67f3916d624c4a0f97,body reviewed; supporting files checked selectively,Keep managed; route read-only Q&A before styling/API reads,
/Users/sinan/.codex/plugins/cache/openai-primary-runtime/template-creator/26.904.11930/skills/template-creator/SKILL.md,plugin-cache,advertised Codex skill this task,206,19036,f1d14fd2847a2e879611a8b8f872f5dc4676a0607958d015274d2dc61e812deb,body reviewed; supporting files checked selectively,Keep; useful cache ownership; make Google export bridge conditional,
/Users/sinan/.codex/skills/.system/imagegen/SKILL.md,system-skills,advertised Codex skill this task,315,19201,681ddb4ad6d06a2acc78a3535b583f8d0c1ea800ecda3d56370d3310fd2cd4ba,body reviewed; supporting files checked selectively,Keep managed; refresh built-in edit schema and move CLI details to references,
/Users/sinan/.codex/skills/.system/openai-docs/SKILL.md,system-skills,advertised Codex skill this task,38,5446,7cb8fa1b2a0c635b5c61ffe1da7b8594a7ea0fce5b71e8d523e2025d88b2a05e,body reviewed; supporting files checked selectively,Keep managed; reconcile source-order conflict with host instructions,
/Users/sinan/.codex/skills/.system/plugin-creator/SKILL.md,system-skills,advertised Codex skill this task,249,11467,71b95b8219644f95d633721e7f7cd3c469edfc8fe50f8415d400dfb2d74bc7b9,body reviewed; supporting files checked selectively,Keep managed; move detailed schemas/examples to references,
/Users/sinan/.codex/skills/.system/review-agent/SKILL.md,system-skills,system file; not advertised this task,57,2661,07079efd0dc76f05fade424e5dfb048dce1de2df7626e1a4f56292a4f3f92228,body reviewed; supporting files checked selectively,Keep; unadvertised focused system skill,
/Users/sinan/.codex/skills/.system/skill-creator/SKILL.md,system-skills,advertised Codex skill this task,229,15311,6656e54755638e8efcf275a472b9672eaa8a9a1b9e59dc210e275b03b59e1e66,body reviewed; supporting files checked selectively,Keep; useful scope and progressive-disclosure guidance,
/Users/sinan/.codex/skills/.system/skill-installer/SKILL.md,system-skills,advertised Codex skill this task,58,3367,d68b77e5bbb34dedab89d134da52855f140fc4b4299b80104f534e3b9e98f8ee,body reviewed; supporting files checked selectively,Keep managed; remove unconditional network escalation,
/Users/sinan/orca/hyPer/.claude/skills/folio-design/SKILL.md,project-owned,project local-only; referenced by CLAUDE; not Codex-advertised,70,2813,17140c75c6ff7308fa2799b231faf46a70cde8fd973593945fae789a72b67d89,body reviewed; supporting files checked selectively,Update obsolete FOLIO rules to approved Studio contract,/Users/sinan/.codex/memories/instruction-backups/2026-09-04-originals/project/.claude/skills/folio-design/SKILL.md.txt
/Users/sinan/orca/hyPer/.claude/skills/ship-ios/SKILL.md,project-owned,project local-only; referenced by CLAUDE; not Codex-advertised,68,4186,2e083e2f40a843099ea0a37c88fd9225857ffb5268e0e4efb697b2e5b6004ff1,body reviewed; supporting files checked selectively,"Split device validation, release, native details and icon export routes",/Users/sinan/.codex/memories/instruction-backups/2026-09-04-originals/project/.claude/skills/ship-ios/SKILL.md.txt
/Users/sinan/orca/hyPer/.claude/skills/supabase-deploy/SKILL.md,project-owned,project local-only; referenced by CLAUDE; not Codex-advertised,48,1632,13756b20e7ea0e332297d94858a3cdcbe30ad319f89b1598f6fee9ca45cae1c0,body reviewed; supporting files checked selectively,Narrow trigger; resolve deployment target; remove blanket idempotency claim,/Users/sinan/.codex/memories/instruction-backups/2026-09-04-originals/project/.claude/skills/supabase-deploy/SKILL.md.txt
/Users/sinan/orca/hyPer/AGENTS.md,project-owned,project startup chain,261,16830,65bd3a600edd84144b9efa2baa427aecc16fcf64fe8597daa0ab027a85ef7071,body reviewed; supporting files checked selectively,Consolidate current rules; remove stale and unconditional workflow guidance,/Users/sinan/.codex/memories/instruction-backups/2026-09-04-originals/project/AGENTS.md.txt
/Users/sinan/orca/hyPer/CLAUDE.md,project-owned,project startup chain,69,4185,096e3a45656489f994e7125a2b5550116a9c185b6ffffdbd5481ee18fba5037b,body reviewed; supporting files checked selectively,Consolidate current rules; remove stale and unconditional workflow guidance,/Users/sinan/.codex/memories/instruction-backups/2026-09-04-originals/project/CLAUDE.md.txt
/Users/sinan/orca/hyPer/TOOL_SWITCHING_CHECKLIST.md,project-owned,project startup chain,76,1859,abf38f11a7e9899ad83de05f86dc0e43b989b95c550878927001f0d96dd909e5,body reviewed; supporting files checked selectively,Consolidate current rules; remove stale and unconditional workflow guidance,/Users/sinan/.codex/memories/instruction-backups/2026-09-04-originals/project/TOOL_SWITCHING_CHECKLIST.md.txt
